0|Abbot|Crater, craters
0|Lebedinskiy|Crater, craters
0|Lebesgue|Crater, craters
0|Lee|Crater, craters
0|Leeuwenhoek|Crater, craters
0|Legendre|Crater, craters
0|Lehmann|Crater, craters
0|Leibnitz|Crater, craters
0|Lemaitre|Crater, craters
0|Lents  Lenz|Crater, craters
0|Leonov|Crater, craters
0|Lepaute|Crater, craters
0|Letronne|Crater, craters
0|Leucippus|Crater, craters
0|Leuschner|Crater, craters
0|Levi Civita|Crater, craters
0|Lewis|Crater, craters
0|Lexell|Crater, craters
0|Ley|Crater, craters
0|Licetus|Crater, craters
0|Lichtenberg|Crater, craters
0|Lick|Crater, craters
0|Liebig|Crater, craters
0|Lilius|Crater, craters
0|Linda|Crater, craters
0|Lindbergh|Crater, craters
0|Lindblad|Crater, craters
0|Lindenau|Crater, craters
0|Lindsay|Crater, craters
2|Linne|Crater, craters
0|Liouville|Crater, craters
0|Lippershey|Crater, craters
0|Lippmann|Crater, craters
0|Lipskiy|Crater, craters
0|Litke  Lutke|Crater, craters
0|Littrow|Crater, craters
0|Lobachevskiy|Crater, craters
0|Lockyer|Crater, craters
0|Lodygin|Crater, craters
0|Loewy|Crater, craters
0|Lomonosov|Crater, craters
1|Longomontanus|Crater, craters|1
0|Lorentz|Crater, craters
0|Louise|Crater, craters
0|Louville|Crater, craters
0|Love|Crater, craters
0|Lovelace|Crater, craters
0|Lovell|Crater, craters
0|Lowell|Crater, craters
0|Lubbock|Crater, craters
0|Lubiniezky|Crater, craters
0|Lucian|Crater, craters
0|Lucretius|Crater, craters
0|Ludwig|Crater, craters
0|Lundmark|Crater, craters
0|Luther|Crater, craters
0|Lyapunov|Crater, craters
0|Lyell|Crater, craters
0|Lyman|Crater, craters
0|Lyot|Crater, craters
0|Mach|Crater, craters
0|Mackin|Landing site name
0|Maclaurin|Crater, craters
0|Maclear|Crater, craters
0|MacMillan|Crater, craters
1|Macrobius|Crater, craters|1
0|Maestlin|Crater, craters
0|Magelhaens|Crater, craters
1|Maginus|Crater, craters|1
0|Main|Crater, craters
2|Mairan|Crater, craters
0|Maksutov|Crater, craters
0|Malapert|Crater, craters
0|Mallet|Crater, craters
0|Malyy|Crater, craters
0|Mandel shtam|Crater, craters
1|Manilius|Crater, craters|2
0|Manners|Crater, craters
0|Manuel|Crater, craters
0|Manzinus|Crater, craters
0|Maraldi|Crater, craters
0|Marci|Crater, craters
0|Marinus|Crater, craters
0|Mariotte|Crater, craters
0|Marius|Crater, craters
0|Marco Polo|Crater, craters
0|Marconi|Crater, craters
0|Mary|Crater, craters
0|Mare Anguis|Mare, maria
2|Mare Australe|Mare, maria
2|Mare Cognitum|Mare, maria
1|Mare Crisium|Mare, maria|0
1|Mare Fecunditatis|Mare, maria|0
1|Mare Frigoris|Mare, maria|0
2|Mare Humboldtianum|Mare, maria
0|Markov|Crater, craters
0|Marth|Crater, craters
1|Mare Humorum|Mare, maria|0
1|Mare Imbrium|Mare, maria|0
0|Mare Ingenii|Mare, maria
2|Mare Insularum|Mare, maria
2|Mare Marginis|Mare, maria
0|Mare Moscoviense|Mare, maria
1|Mare Nectaris|Mare, maria|0
1|Mare Nubium|Mare, maria|0
0|Michelson|Crater, craters
0|Mare Orientale|Mare, maria
1|Mare Serenitatis|Mare, maria|0
2|Mare Smythii|Mare, maria
2|Mare Spumans|Mare, maria
1|Mare Tranquillitatis|Mare, maria|0
2|Mare Undarum|Mare, maria
1|Mare Vaporum|Mare, maria|1
0|Maskelyne|Crater, craters
0|Mason|Crater, craters
0|Maunder|Crater, craters
0|Maupertuis|Crater, craters
1|Maurolycus|Crater, craters|1
0|Maury|Crater, craters
0|Mavis|Crater, craters
0|Maxwell|Crater, craters
0|McAdie|Crater, craters
0|McAuliffe|Crater, craters
0|McClure|Crater, craters
0|McDonald|Crater, craters
0|McKellar|Crater, craters
0|McLaughlin|Crater, craters
0|McMath|Crater, craters
0|McNair|Crater, craters
0|McNally|Crater, craters
0|Mechnikov|Crater, craters
0|Mee|Crater, craters
0|Mees|Crater, craters
0|Meggers|Crater, craters
0|Meitner|Crater, craters
0|Melissa|Crater, craters
0|Mendel|Crater, craters
0|Mendeleev|Crater, craters
0|Menelaus|Crater, craters
0|Menzel|Crater, craters
0|Mercator|Crater, craters
0|Mercurius|Crater, craters
0|Merrill|Crater, craters
2|Mersenius|Crater, craters
0|Meshcherskiy|Crater, craters
0|Messala|Crater, craters
3|Messier|Crater, craters|2
0|Metius|Crater, craters
0|Meton|Crater, craters
0|Mezentsev|Crater, craters
0|Michael|Crater, craters
0|Milankovic|Crater, craters
2|Milichius|Crater, craters
0|Miller|Crater, craters
0|Millikan|Crater, craters
0|Mills|Crater, craters
0|Milne|Crater, craters
0|Mineur|Crater, craters
0|Minkowski|Crater, craters
0|Minnaert|Crater, craters
1|Mitchell|Crater, craters|2
0|Mitra|Crater, craters
0|Mohorovicic|Crater, craters
0|Moigno|Crater, craters
0|Moiseev|Crater, craters
0|Moissan|Crater, craters
0|Moltke|Crater, craters
0|Monge|Crater, craters
0|Monira|Crater, craters
0|Mons Agnes|Mons, montes
0|Mons Ampere|Mons, montes
0|Mons Andre|Mons, montes
0|Mons Ardeshir|Mons, montes
0|Mons Argaeus|Mons, montes
0|Mons Bradley|Mons, montes
0|Mons Delisle|Mons, montes
0|Mons Dieter|Mons, montes
0|Mons Dilip|Mons, montes
0|Mons Esam|Mons, montes
0|Mons Ganau|Mons, montes
0|Nusl|Crater, craters
0|Noggerath|Crater, craters
2|Mons Gruithuisen Delta|Mons, montes
2|Mons Gruithuisen Gamma|Mons, montes
1|Mons Hadley|Mons, montes|2
0|Mons Hadley Delta|Mons, montes
0|Mons Hansteen|Mons, montes
0|Mons Herodotus|Mons, montes
0|Mons Huygens|Mons, montes
0|Mons La Hire|Mons, montes
0|Mons Maraldi|Mons, montes
0|Mons Moro|Mons, montes
0|Mons Penck|Mons, montes
1|Mons Pico|Mons, montes|2
1|Mons Piton|Mons, montes|2
2|Mons Rumker|Mons, montes
0|Mons Usov|Mons, montes
0|Nother  Noether|Crater, craters
0|Oberth|Crater, craters
0|Mons Vinogradov|Mons, montes
0|Mons Vitruvius|Mons, montes
0|Mons Wolff|Mons, montes
0|Mont Blanc|Mons, montes
0|Montanari|Crater, craters
2|Montes Agricola|Mons, montes
1|Montes Alpes|Mons, montes|2
1|Montes Apenninus|Mons, montes|2
0|Montes Archimedes|Mons, montes
0|Montes Carpatus|Mons, montes
0|North Massif|Landing site name
0|Obruchev|Crater, craters
0|Montes Caucasus|Mons, montes
2|Montes Cordillera|Mons, montes
0|Montes Haemus|Mons, montes
0|Montes Harbinger|Mons, montes
2|Montes Jura|Mons, montes
0|Montes Pyrenaeus|Mons, montes
2|Montes Recti|Mons, montes
0|Montes Riphaeus|Mons, montes
2|Montes Rook|Mons, montes
0|Montes Secchi|Mons, montes
2|Montes Spitzbergen|Mons, montes
0|Numerov|Crater, craters
0|Nunn|Crater, craters
0|Montes Taurus|Mons, montes
2|Montes Teneriffe|Mons, montes
0|Montgolfier|Crater, craters
0|Moore|Crater, craters
0|Moretus|Crater, craters
0|Morley|Crater, craters
0|Morozov|Crater, craters
0|Morse|Crater, craters
0|Moseley|Crater, craters
0|Mouchez|Crater, craters
0|Moulton|Crater, craters
0|Murakami|Crater, craters
0|Murchison|Crater, craters
0|Mutus|Crater, craters
0|Madler|Crater, craters
0|Mobius|Crater, craters
0|Mosting|Crater, craters
2|Muller|Crater, craters
0|Nagaoka|Crater, craters
0|Nansen|Crater, craters
0|Naonobu|Crater, craters
0|Nasireddin|Crater, craters
0|Nasmyth|Crater, craters
0|Nassau|Crater, craters
0|Natasha|Crater, craters
0|Naumann|Crater, craters
0|Neander|Crater, craters
0|Nearch|Crater, craters
0|Necho|Crater, craters
0|Neison|Crater, craters
0|Neper|Crater, craters
0|Nernst|Crater, craters
0|Neujmin|Crater, craters
0|Neumayer|Crater, craters
0|Newcomb|Crater, craters
0|Newton|Crater, craters
0|Nicholson|Crater, craters
0|Nicolai|Crater, craters
0|Nicollet|Crater, craters
0|Nielsen|Crater, craters
0|Niepce|Crater, craters
0|Nijland|Crater, craters
0|Nikolaev|Crater, craters
0|Nishina|Crater, craters
0|Nobel|Crater, craters
0|Nobile|Crater, craters
0|Nobili|Crater, craters
0|Nonius|Crater, craters
0|Norman|Crater, craters
0|North Complex|Landing site name
1|Oceanus Procellarum|Oceanus, oceani|0
0|Oenopides|Crater, craters
0|Oersted|Crater, craters
0|Ohm|Crater, craters
0|Oken|Crater, craters
0|Olbers|Crater, craters
0|Olcott|Crater, craters
0|Old Nameless|Landing site name
0|Olivier|Crater, craters
0|Omar Khayyam|Crater, craters
0|Onizuka|Crater, craters
0|Opelt|Crater, craters
0|Oppenheimer|Crater, craters
0|Oppolzer|Crater, craters
0|Oresme|Crater, craters
0|Orlov|Crater, craters
0|Orontius|Crater, craters
0|Osama|Crater, craters
0|Osiris|Crater, craters
0|Osman|Crater, craters
0|Ostwald|Crater, craters
0|O Day|Crater, craters
0|Palisa|Crater, craters
0|Palitzsch|Crater, craters
0|Pallas|Crater, craters
0|Palmetto|Landing site name
0|Palmieri|Crater, craters
1|Palus Epidemiarum|Palus, paludes|1
1|Palus Putredinis|Palus, paludes|2
1|Palus Somni|Palus, paludes|1
0|Paneth|Crater, craters
0|Pannekoek|Crater, craters
0|Papaleksi|Crater, craters
0|Paracelsus|Crater, craters
0|Paraskevopoulos|Crater, craters
0|Parenago|Crater, craters
0|Parkhurst|Crater, craters
0|Parrot|Crater, craters
0|Parry|Crater, craters
0|Parsons|Crater, craters
0|Pascal|Crater, craters
0|Paschen|Crater, craters
0|Pasteur|Crater, craters
0|Patricia|Crater, craters
0|Patsaev|Crater, craters
0|Pauli|Crater, craters
0|Pavlov|Crater, craters
0|Pawsey|Crater, craters
0|Peary|Crater, craters
0|Pease|Crater, craters
0|Peek|Crater, craters
0|Peirce|Crater, craters
0|Peirescius|Crater, craters
0|Pentland|Crater, craters
0|Perel man|Crater, craters
0|Perepelkin|Crater, craters
0|Perkin|Crater, craters
0|Perrine|Crater, craters
1|Petavius|Crater, craters|1
0|Petermann|Crater, craters
0|Peters|Crater, craters
0|Petit|Crater, craters
0|Petrie|Crater, craters
0|Petropavlovskiy|Crater, craters
0|Petrov|Crater, craters
0|Pettit|Crater, craters
0|Petzval|Crater, craters
0|Phillips|Crater, craters
0|Philolaus|Crater, craters
0|Phocylides|Crater, craters
0|Piazzi|Crater, craters
0|Piazzi Smyth|Crater, craters
1|Picard|Crater, craters|2
1|Piccolomini|Crater, craters|1
0|Pickering|Crater, craters
0|Pictet|Crater, craters
0|Pikel ner|Crater, craters
0|Pilatre|Crater, craters
0|Pingre|Crater, craters
0|Pirquet|Crater, craters
1|Pitatus|Crater, craters|2
0|Pitiscus|Crater, craters
0|Pizzetti|Crater, craters
0|Plana|Crater, craters
0|Planck|Crater, craters
0|Planitia Descensus|Planitia, planitiae
0|Plante|Crater, craters
0|Plaskett|Crater, craters
1|Plato|Crater, craters|1
0|Playfair|Crater, craters
1|Plinius|Crater, craters|2
0|Plum|Landing site name
0|Plummer|Crater, craters
0|Plutarch|Crater, craters
0|Poczobutt|Crater, craters
0|Pogson|Crater, craters
0|Poincare|Crater, craters
0|Poinsot|Crater, craters
0|Poisson|Crater, craters
0|Polybius|Crater, craters
0|Polzunov|Crater, craters
0|Pomortsev|Crater, craters
0|Poncelet|Crater, craters
0|Pons|Crater, craters
0|Pontanus|Crater, craters
0|Pontecoulant|Crater, craters
0|Popov|Crater, craters
0|Porter|Crater, craters
1|Posidonius|Crater, craters|1
0|Poynting|Crater, craters
0|Prager|Crater, craters
0|Prandtl|Crater, craters
0|Priestley|Crater, craters
0|Prinz|Crater, craters
0|Priscilla|Crater, craters
3|Proclus|Crater, craters|2
0|Proctor|Crater, craters
1|Promontorium Agarum|Promontorium, promontoria|2
0|Promontorium Agassiz|Promontorium, promontoria
2|Promontorium Archerusia|Promontorium, promontoria
0|Rima Reaumur|Rima, rimae
0|Promontorium Deville|Promontorium, promontoria
0|Promontorium Fresnel|Promontorium, promontoria
1|Promontorium Heraclides|Promontorium, promontoria|2
0|Promontorium Kelvin|Promontorium, promontoria
1|Promontorium Laplace|Promontorium, promontoria|2
0|Promontorium Taenarium|Promontorium, promontoria
0|Protagoras|Crater, craters
1|Ptolemaeus|Crater, craters|1
0|Puiseux|Crater, craters
0|Pupin|Crater, craters
0|Purbach|Crater, craters
0|Purkyne|Crater, craters
0|Pythagoras|Crater, craters
0|Pytheas|Crater, craters
0|Quetelet|Crater, craters
2|Rabbi Levi|Crater, craters
0|Racah|Crater, craters
0|Raimond|Crater, craters
0|Raman|Crater, craters
0|Ramsay|Crater, craters
0|Ramsden|Crater, craters
0|Rankine|Crater, craters
0|Raspletin|Crater, craters
0|Ravi|Crater, craters
0|Rayet|Crater, craters
0|Rayleigh|Crater, craters
0|Razumov|Crater, craters
0|Recht|Crater, craters
0|Rima Birt|Rima, rimae
0|Rima Schroter|Rima, rimae
2|Regiomontanus|Crater, craters
0|Regnault|Crater, craters
0|Reichenbach|Crater, craters
0|Reimarus|Crater, craters
0|Reiner|Crater, craters
1|Reiner Gamma|Albedo Feature|2
0|Reinhold|Crater, craters
0|Repsold|Crater, craters
0|Resnik|Crater, craters
0|Respighi|Crater, craters
0|Rhaeticus|Crater, craters
0|Rheita|Crater, craters
0|Rhysling|Landing site name
0|Riccioli|Crater, craters
0|Riccius|Crater, craters
0|Ricco|Crater, craters
0|Richards|Crater, craters
0|Richardson|Crater, craters
0|Riedel|Crater, craters
0|Riemann|Crater, craters
0|Rima Agatharchides|Rima, rimae
0|Rima Agricola|Rima, rimae
0|Rima Archytas|Rima, rimae
2|Rima Ariadaeus|Rima, rimae
0|Rima Artsimovich|Rima, rimae
0|Rima Billy|Rima, rimae
0|Rima Bradley|Rima, rimae
0|Rima Brayley|Rima, rimae
0|Rima Calippus|Rima, rimae
0|Rima Cardanus|Rima, rimae
0|Rima Carmen|Rima, rimae
2|Rima Cauchy|Rima, rimae
0|Rima Cleomedes|Rima, rimae
0|Rima Cleopatra|Rima, rimae
0|Rima Conon|Rima, rimae
0|Rima Dawes|Rima, rimae
0|Rima Delisle|Rima, rimae
0|Rima Diophantus|Rima, rimae
0|Rima Draper|Rima, rimae
0|Street|Crater, craters
0|Rima Euler|Rima, rimae
0|Rima Flammarion|Rima, rimae
0|Rima Furnerius|Rima, rimae
0|Rima G  Bond|Rima, rimae
0|Rima Galilaei|Rima, rimae
0|Rima Gay Lussac|Rima, rimae
0|Rima Gartner|Rima, rimae
2|Rima Hadley|Rima, rimae
0|Rima Hansteen|Rima, rimae
2|Rima Hesiodus|Rima, rimae
0|Rima Rudolf|Rima, rimae
1|Rima Hyginus|Rima, rimae|2
0|Rima Jansen|Rima, rimae
0|Rima Krieger|Rima, rimae
0|Rima Mairan|Rima, rimae
0|Rima Marcello|Rima, rimae
0|Rima Marius|Rima, rimae
0|Rima Messier|Rima, rimae
0|Rima Milichius|Rima, rimae
0|Rima Oppolzer|Rima, rimae
0|Rima Reiko|Rima, rimae
0|Rima Sharp|Rima, rimae
0|Rima Sheepshanks|Rima, rimae
0|Rima Siegfried|Rima, rimae
0|Rima Suess|Rima, rimae
0|Rima Sung Mei|Rima, rimae
0|Rima T  Mayer|Rima, rimae
0|Rima Vladimir|Rima, rimae
0|Rima Wan Yu|Rima, rimae
0|Rima Yangel|Rima, rimae
0|Rima Zahia|Rima, rimae
0|Rimae Alphonsus|Rima, rimae
0|Stevinus|Crater, craters
0|Stewart|Crater, craters
0|Stiborius|Crater, craters
0|Rimae Apollonius|Rima, rimae
0|Struve|Crater, craters
0|Stromgren|Crater, craters
0|Rimae Archimedes|Rima, rimae
0|Rimae Aristarchus|Rima, rimae
0|Rimae Arzachel|Rima, rimae
0|Rimae Atlas|Rima, rimae
0|Rimae Bode|Rima, rimae
0|Rimae Boscovich|Rima, rimae
0|Rimae Burg|Rima, rimae
0|Rimae Chacornac|Rima, rimae
0|Rimae Daniell|Rima, rimae
0|Rimae Darwin|Rima, rimae
0|Rimae Plinius|Rima, rimae
0|Stubby|Landing site name
0|Stofler|Crater, craters
0|Stormer|Crater, craters
0|Rimae de Gasparis|Rima, rimae
0|Rimae Doppelmayer|Rima, rimae
0|Rimae Focas|Rima, rimae
0|Rimae Fresnel|Rima, rimae
0|Rimae Gassendi|Rima, rimae
0|Rimae Gerard|Rima, rimae
0|Rimae Goclenius|Rima, rimae
0|Rimae Grimaldi|Rima, rimae
0|Rimae Gutenberg|Rima, rimae
0|Rimae Herigonius|Rima, rimae
0|Rimae Hevelius|Rima, rimae
0|Shorty|Landing site name
0|Shternberg  Sternberg|Crater, craters
0|Stokes|Crater, craters
0|Stoletov|Crater, craters
2|Rimae Hippalus|Rima, rimae
0|Rimae Hypatia|Rima, rimae
2|Rimae Janssen|Rima, rimae
0|Rimae Kopff|Rima, rimae
0|Rimae Littrow|Rima, rimae
0|Rimae Maclear|Rima, rimae
0|Rimae Maestlin|Rima, rimae
0|Rimae Maupertuis|Rima, rimae
0|Rimae Menelaus|Rima, rimae
0|Rimae Mersenius|Rima, rimae
0|Rimae Opelt|Rima, rimae
0|Rimae Palmieri|Rima, rimae
0|Rimae Parry|Rima, rimae
0|Rimae Petavius|Rima, rimae
0|Rimae Pettit|Rima, rimae
0|Rimae Pitatus|Rima, rimae
0|Rimae Plato|Rima, rimae
0|Stone Mountain|Landing site name
0|Stoney|Crater, craters
0|Rimae Posidonius|Rima, rimae
0|Rimae Prinz|Rima, rimae
0|Rimae Ramsden|Rima, rimae
0|Rimae Repsold|Rima, rimae
0|Rimae Riccioli|Rima, rimae
0|Rimae Ritter|Rima, rimae
0|Rimae Romer|Rima, rimae
0|Rimae Secchi|Rima, rimae
0|Shuckburgh|Crater, craters
0|Shuleykin|Crater, craters
0|Rimae Sirsalis|Rima, rimae
0|Rimae Sosigenes|Rima, rimae
0|Rimae Sulpicius Gallus|Rima, rimae
0|Rimae Taruntius|Rima, rimae
0|Rimae Theaetetus|Rima, rimae
2|Rimae Triesnecker|Rima, rimae
0|Rimae Vasco da Gama|Rima, rimae
0|Rimae Zupus|Rima, rimae
0|Ritchey|Crater, craters
0|Rittenhouse|Crater, craters
0|Ritter|Crater, craters
0|Ritz|Crater, craters
0|Robert|Crater, craters
0|Roberts|Crater, craters
0|Robertson|Crater, craters
0|Robinson|Crater, craters
0|Rocca|Crater, craters
0|Rocco|Crater, craters
0|Roche|Crater, craters
0|Romeo|Crater, craters
0|Rosa|Crater, craters
0|Rosenberger|Crater, craters
0|Ross|Crater, craters
0|Rosse|Crater, craters
0|Rosseland|Crater, craters
0|Rost|Crater, craters
0|Rothmann|Crater, craters
0|Rowland|Crater, craters
0|Rozhdestvenskiy|Crater, craters
0|Rumford|Crater, craters
0|Runge|Crater, craters
1|Rupes Altai|Rupes, rupēs|2
0|Rupes Boris|Rupes, rupēs
0|Rupes Cauchy|Rupes, rupēs
0|Rupes Kelvin|Rupes, rupēs
0|Rupes Liebig|Rupes, rupēs
0|Rupes Mercator|Rupes, rupēs
3|Rupes Recta|Rupes, rupēs|2
0|Rupes Toscanelli|Rupes, rupēs
0|Russell|Crater, craters
0|Ruth|Crater, craters
0|Rutherford|Crater, craters
0|Rutherfurd|Crater, craters
0|Rydberg|Crater, craters
0|Rynin|Crater, craters
0|Reaumur|Crater, craters
0|Romer|Crater, craters
0|Rontgen|Crater, craters
0|Sabatier|Crater, craters
0|Sabine|Crater, craters
0|Sacrobosco|Crater, craters
0|Saenger|Crater, craters
0|Saha|Crater, craters
0|Samir|Crater, craters
0|Sampson|Crater, craters
0|Sanford|Crater, craters
0|Santbech|Crater, craters
0|Santos Dumont|Crater, craters
0|Sarabhai|Crater, craters
0|Sarton|Crater, craters
0|Sasserides|Crater, craters
0|Saunder|Crater, craters
0|Saussure|Crater, craters
0|Scaliger|Crater, craters
0|Schaeberle|Crater, craters
0|Scheele|Crater, craters
0|Scheiner|Crater, craters
0|Schiaparelli|Crater, craters
0|Siedentopf|Crater, craters
0|Sierpinski|Crater, craters
0|Sikorsky|Crater, craters
0|Silberschlag|Crater, craters
0|Simpelius|Crater, craters
0|Sinas|Crater, craters
1|Schickard|Crater, craters|2
0|Schiller|Crater, craters
0|Schjellerup|Crater, craters
0|Schlesinger|Crater, craters
0|Schliemann|Crater, craters
0|Schluter|Crater, craters
0|Schmidt|Crater, craters
0|Schneller|Crater, craters
0|Schomberger|Crater, craters
0|Schorr|Crater, craters
0|Schrodinger|Crater, craters
0|Schroter|Crater, craters
0|Schubert|Crater, craters
0|Schumacher|Crater, craters
0|Schuster|Crater, craters
0|Schwabe|Crater, craters
0|Schwarzschild|Crater, craters
0|Schonfeld|Crater, craters
0|Scobee|Crater, craters
0|Scoresby|Crater, craters
0|Scott|Crater, craters
0|Seares|Crater, craters
0|Secchi|Crater, craters
0|Sechenov|Crater, craters
0|Seeliger|Crater, craters
0|Segers|Crater, craters
0|Segner|Crater, craters
0|Seidel|Crater, craters
0|Seleucus|Crater, craters
0|Seneca|Crater, craters
0|Seyfert|Crater, craters
0|Shackleton|Crater, craters
0|Shahinaz|Crater, craters
0|Shakespeare|Landing site name
0|Shaler|Crater, craters
0|Shapley|Crater, craters
0|Sharonov|Crater, craters
0|Sharp|Crater, craters
0|Sharp Apollo|Landing site name
0|Shatalov|Crater, craters
0|Shayn|Crater, craters
0|Sheepshanks|Crater, craters
0|Sherlock|Landing site name
0|Sherrington|Crater, craters
0|Shi Shen|Crater, craters
0|Shirakatsi|Crater, craters
0|Shoemaker|Crater, craters
0|Short|Crater, craters
3|Sinus Aestuum|Sinus, sinūs|2
0|Sinus Amoris|Sinus, sinūs
0|Sinus Asperitatis|Sinus, sinūs
0|Sinus Concordiae|Sinus, sinūs
0|Sinus Fidei|Sinus, sinūs
0|Sinus Honoris|Sinus, sinūs
1|Sinus Iridum|Sinus, sinūs|1
0|Sinus Lunicus|Sinus, sinūs
1|Sinus Medii|Sinus, sinūs|1
0|Strabo|Crater, craters
0|Stratton|Crater, craters
1|Sinus Roris|Sinus, sinūs|1
0|Sinus Successus|Sinus, sinūs
0|Sirsalis|Crater, craters
0|Sisakyan|Crater, craters
0|Sita|Crater, craters
0|Sklodowska|Crater, craters
0|Slipher|Crater, craters
0|Slocum|Crater, craters
0|Smith|Crater, craters
0|Smithson|Crater, craters
0|Smoluchowski|Crater, craters
0|Snellius|Crater, craters
0|Sniadecki|Crater, craters
0|Snowman|Landing site name
0|Soddy|Crater, craters
0|Somerville|Crater, craters
0|Sommerfeld|Crater, craters
0|Soraya|Crater, craters
0|Sosigenes|Crater, craters
0|South|Crater, craters
0|South Cluster|Landing site name
0|South Ray|Landing site name
0|Spallanzani|Crater, craters
0|Spencer Jones|Crater, craters
0|Spook|Landing site name
0|Spot|Landing site name
0|Spur|Landing site name
0|Spurr|Crater, craters
0|Sporer|Crater, craters
0|St  George|Landing site name
0|St  John|Crater, craters
0|Stadius|Crater, craters
0|Stark|Crater, craters
0|Statio Tranquillitatis|Landing site name
0|Stearns|Crater, craters
0|Stebbins|Crater, craters
0|Stefan|Crater, craters
0|Stein|Crater, craters
0|Steinheil|Crater, craters
0|Steklov|Crater, craters
0|Stella|Crater, craters
0|Steno|Crater, craters
0|Steno Apollo|Landing site name
0|Sternfeld|Crater, craters
0|Stetson|Crater, craters
0|Subbotin|Crater, craters
